"kaupverd";"teg_eign";"svfn";"byggar";"efstah";"haednr";"fjibmhl";"fjmib";"lyfta";"birtm2";"fjhaed";"fjbkar";"fjsturt";"fjklos";"fjeld";"fjherb";"fjstof";"fjgeym";"matssvaedi";"undirmatssvaedi"
31000;"Einbýlishús";2000;"1977";1;1;1;1;0;194;1;1;1;1;1;4;2;0;2040;0
7000;"Íbúðareign";2000;"1940";2;0;2;1;0;62.7;1;0;1;1;1;1;1;0;2050;0
18000;"Íbúðareign";2000;"1959";2;2;2;1;0;188.6;1;1;0;1;1;4;1;0;2040;0
14200;"Íbúðareign";2000;"1940";2;1;2;1;0;124.2;2;1;0;2;1;3;2;0;2050;0
27000;"Íbúðareign";2000;"1935";2;0;2;2;0;154.8;2;0;1;2;1;4;1;0;2050;0
10500;"Íbúðareign";2000;"1966";2;1;3;1;0;60.3;1;1;0;1;1;1;1;0;2050;0
28000;"Íbúðareign";0;"1972";3;3;6;1;0;117.8;2;1;0;1;1;4;1;1;170;0
39000;"Raðhús";0;"1973";1;1;1;1;0;188.6;2;1;0;2;1;4;2;0;170;0
41500;"Íbúðareign";1300;"2000";2;2;16;1;0;113.1;1;1;0;1;1;3;1;1;520;0
31700;"Íbúðareign";0;"1967";2;1;4;1;0;116.9;1;1;1;1;1;2;1;2;100;0
28100;"Íbúðareign";0;"1990";4;3;32;1;0;83.7;1;1;0;1;1;2;1;0;130;0
21250;"Íbúðareign";1400;"1967";4;1;14;1;0;57.8;1;1;0;1;1;1;1;0;600;0
31000;"Íbúðareign";6000;"1905";2;2;2;1;0;117.4;1;0;1;1;1;3;1;2;6020;0
7900;"Íbúðareign";2000;"1980";3;2;8;1;0;54;1;1;0;1;1;1;1;0;2040;0
29600;"Íbúðareign";1400;"2006";6;6;30;1;2;94.4;1;1;0;1;1;2;1;1;630;0
34000;"Íbúðareign";0;"1999";2;1;8;1;0;123.2;1;1;1;1;1;3;1;0;130;0
27000;"Íbúðareign";0;"1995";2;2;4;1;0;83.2;1;1;0;1;1;2;1;0;130;0
61000;"Einbýlishús";0;"1972";2;1;1;1;0;247.6;2;1;2;3;1;6;2;1;280;0
28500;"Íbúðareign";1000;"1995";9;7;28;1;1;76.3;1;1;0;1;1;1;1;0;330;0
42500;"Íbúðareign";1000;"2006";3;1;18;1;2;138.3;1;1;1;1;1;4;1;0;351;0
32900;"Íbúðareign";1400;"1978";4;3;7;1;0;148.5;1;1;0;1;1;4;1;0;600;0
47500;"Einbýlishús";1300;"1984";2;1;1;1;0;199.8;2;1;1;1;1;3;2;0;500;0
27500;"Íbúðareign";6000;"1967";2;2;2;1;0;189.1;2;1;0;1;1;4;1;1;6030;0
9950;"Íbúðareign";6000;"1926";3;1;3;1;0;55.1;1;0;1;1;1;1;1;1;6020;0
63500;"Einbýlishús";1100;"1979";1;1;1;1;0;203.7;1;1;1;2;1;3;1;0;400;0
26000;"Íbúðareign";0;"1937";3;2;4;1;0;107;1;0;1;1;1;1;2;0;90;12
51500;"Raðhús";0;"1988";2;1;1;1;0;209.1;2;1;1;1;1;5;2;0;220;0
47000;"Raðhús";0;"1968";1;1;1;1;0;176.3;1;1;1;1;1;4;2;0;100;0
41500;"Íbúðareign";1000;"2002";2;1;2;1;0;138.2;1;1;1;1;1;3;1;1;340;0
37000;"Íbúðareign";0;"1955";3;1;5;1;0;94.2;1;0;1;1;1;1;2;3;70;6
47000;"Íbúðareign";1000;"2015";4;1;50;1;5;124.1;1;0;1;1;1;2;1;1;300;60
23700;"Íbúðareign";0;"1967";3;3;8;1;0;76.5;1;1;0;1;1;2;1;1;200;0
30000;"Íbúðareign";0;"1967";4;2;14;1;0;75.1;1;1;1;1;1;2;1;1;72;0
20350;"Íbúðareign";0;"1961";13;10;70;1;2;47.6;1;1;0;1;1;1;1;1;100;0
52300;"Raðhús";0;"1963";2;1;1;1;0;258.1;2;1;1;2;1;5;1;1;85;0
34500;"Íbúðareign";1000;"2006";4;4;13;1;1;95.5;1;1;0;1;1;2;1;0;351;0
20500;"Íbúðareign";0;"1971";4;4;10;1;0;80.8;1;1;0;1;1;2;1;1;161;0
34500;"Íbúðareign";1300;"1984";4;4;12;1;0;114.4;1;1;1;1;1;2;1;2;500;0
44000;"Einbýlishús";1300;"1974";1;1;1;1;0;180.2;1;1;1;2;1;3;2;1;500;0
50900;"Einbýlishús";0;"1997";1;1;1;1;0;164.7;1;0;1;1;1;3;1;0;130;0
23000;"Íbúðareign";0;"1977";7;2;31;1;1;83.5;1;1;0;1;1;1;2;1;160;0
23700;"Íbúðareign";0;"1982";4;1;10;1;0;52;1;1;0;1;1;1;1;0;72;0
30000;"Íbúðareign";1000;"2014";6;1;52;1;3;79.9;1;0;1;1;1;2;1;1;351;0
54300;"Raðhús";1400;"1982";2;1;1;1;0;321.8;3;1;1;2;1;7;1;0;600;0
79900;"Einbýlishús";1604;"2014";2;1;1;1;0;262.2;2;1;2;2;1;3;1;2;840;0
35700;"Íbúðareign";0;"1941";2;2;6;1;0;105.2;1;1;0;1;1;1;2;2;72;0
16100;"Íbúðareign";1400;"1958";3;3;3;1;0;39.8;1;1;0;1;1;1;1;1;600;0
34000;"Íbúðareign";1000;"1967";1;1;2;1;0;168.7;1;1;1;1;1;4;1;0;320;0
16000;"Íbúðareign";2000;"1994";3;2;22;1;1;69.2;1;1;0;1;1;1;1;0;2040;0
24000;"Íbúðareign";0;"1963";4;0;10;1;0;67.8;1;1;0;1;0;1;1;1;91;28
30500;"Íbúðareign";0;"1965";4;2;9;1;0;76.4;1;1;0;1;1;1;1;0;72;0
44500;"Íbúðareign";1000;"2016";5;4;34;1;2;117.2;1;0;1;1;1;2;1;1;350;0
30500;"Íbúðareign";1000;"1993";3;2;8;1;0;97.5;1;1;0;1;1;3;1;1;330;0
42900;"Íbúðareign";1300;"2006";6;2;66;1;3;130.1;1;0;1;2;1;1;2;0;510;0
36000;"Íbúðareign";0;"1951";2;2;2;1;0;101.9;1;1;0;1;1;3;1;1;90;0
24500;"Íbúðareign";0;"1937";2;1;3;1;0;57.1;1;0;1;1;1;2;1;0;90;12
27300;"Íbúðareign";0;"1958";2;2;3;1;0;61.3;1;1;1;1;1;1;1;0;72;0
65000;"Einbýlishús";1400;"1992";2;1;1;1;0;199.2;2;1;1;2;1;4;3;0;620;0
35500;"Íbúðareign";0;"1988";9;7;61;1;2;80.1;1;0;1;1;1;2;1;1;72;0
49500;"Íbúðareign";1000;"2014";2;1;16;1;2;126.3;1;1;0;1;1;3;1;1;320;0
22300;"Íbúðareign";1400;"1989";2;2;8;1;0;70.4;1;1;0;1;1;1;1;1;680;0
38000;"Íbúðareign";0;"1972";2;2;8;1;0;123.5;1;1;0;1;1;3;1;1;280;0
21500;"Íbúðareign";0;"2004";5;2;26;1;1;50.5;1;1;0;1;1;1;1;0;180;0
35600;"Íbúðareign";1000;"2001";8;8;29;1;2;97.4;1;1;1;1;1;2;1;0;340;0
24200;"Íbúðareign";0;"1963";9;2;40;1;1;72.2;1;1;0;1;1;2;1;2;100;0
25000;"Íbúðareign";1400;"2006";5;3;35;1;1;88.1;1;1;0;1;1;2;1;0;630;0
32000;"Íbúðareign";0;"1993";3;1;5;1;0;130.8;1;0;1;1;1;3;2;1;130;0
24900;"Íbúðareign";0;"1975";5;4;8;1;0;102.2;2;1;0;1;1;3;1;1;150;22
28400;"Íbúðareign";0;"1965";4;4;13;1;0;77;1;1;1;1;1;2;1;0;91;0
34500;"Íbúðareign";1000;"2000";2;2;6;1;0;99.9;1;1;0;1;1;3;1;1;330;0
29600;"Íbúðareign";1300;"2004";4;3;37;1;4;79.9;1;0;1;1;1;1;1;0;510;0
45000;"Raðhús";1400;"2000";2;1;1;1;0;158.3;2;1;0;1;1;5;1;1;620;0
28200;"Íbúðareign";0;"2007";2;1;6;1;0;86.1;1;0;1;1;1;2;1;1;160;0
37250;"Einbýlishús";0;"1996";2;1;1;1;0;275.4;3;1;1;2;1;5;2;4;290;0
23100;"Íbúðareign";1400;"1968";4;3;11;1;0;98.4;1;1;0;1;1;3;1;1;600;0
45000;"Raðhús";1300;"2007";2;1;1;1;0;219;2;1;1;2;1;3;3;3;700;0
24000;"Íbúðareign";1400;"2003";3;1;16;1;0;77.3;1;0;1;1;1;1;1;1;630;0
63000;"Parhús";1000;"1989";2;1;1;1;0;261.5;2;1;2;2;1;4;3;1;300;0
10800;"Íbúðareign";6000;"1947";5;3;25;1;1;34.8;1;0;1;1;1;0;1;1;6020;0
17400;"Íbúðareign";6000;"1947";5;4;25;1;1;48.4;1;0;1;1;1;1;1;0;6020;0
15800;"Íbúðareign";6000;"1947";5;2;25;1;1;31.6;1;0;1;1;1;0;1;1;6020;0
35000;"Raðhús";2000;"2003";1;1;1;1;0;169.2;1;1;1;2;1;3;1;1;2040;0
36000;"Einbýlishús";2000;"1971";2;1;1;1;0;333.5;2;2;0;2;1;7;1;0;2050;0
23500;"Raðhús";2000;"1967";1;1;1;1;0;145;1;1;0;2;1;3;1;0;2040;0
28000;"Raðhús";2000;"1991";1;1;1;1;0;169;1;1;1;2;1;4;1;0;2050;0
15700;"Íbúðareign";2000;"1975";2;2;6;1;0;119.6;1;1;0;1;1;3;1;0;2050;0
44700;"Íbúðareign";0;"1957";3;1;4;1;0;142.2;1;1;0;1;1;3;1;0;80;0
35900;"Íbúðareign";0;"2007";3;3;9;1;0;118.4;1;1;0;1;1;3;1;0;130;0
25800;"Íbúðareign";0;"1961";4;1;8;1;0;74.4;1;1;0;1;1;1;1;1;85;17
63000;"Íbúðareign";1000;"2015";6;6;14;1;1;114.7;1;0;1;1;1;2;1;2;320;44
22500;"Íbúðareign";0;"1972";4;2;10;1;0;85.7;1;1;0;1;1;2;1;1;160;21
30700;"Íbúðareign";1000;"2005";3;2;20;1;1;96.3;1;1;0;1;1;2;1;0;350;0
29700;"Íbúðareign";0;"1961";4;2;29;1;0;104.3;1;1;0;1;1;2;1;2;283;0
30500;"Íbúðareign";1400;"1969";3;2;6;1;0;112.2;1;1;0;1;1;3;1;2;600;0
43000;"Parhús";1300;"1996";2;1;1;1;0;144.9;2;1;0;1;1;4;2;0;700;0
35500;"Íbúðareign";0;"1993";9;8;51;1;2;94.8;1;0;1;1;1;2;1;1;150;0
36800;"Íbúðareign";1000;"2015";5;1;27;1;1;119.5;1;0;1;1;1;2;1;0;351;0
47688;"Íbúðareign";0;"2006";4;3;31;1;1;94.5;1;0;1;1;1;1;1;1;20;26
41300;"Raðhús";0;"1976";2;1;1;1;0;159.5;2;1;1;2;1;4;2;0;150;22
25500;"Einbýlishús";1400;"1948";2;1;1;1;0;102.2;2;1;0;2;1;2;3;2;600;0
41600;"Íbúðareign";0;"2015";4;3;15;1;1;116.8;1;1;1;1;1;3;1;1;181;0
24500;"Íbúðareign";0;"1968";3;3;8;1;0;104;1;1;0;1;1;3;1;1;170;0
19900;"Íbúðareign";0;"1972";3;1;6;1;0;65.2;1;1;0;1;1;1;1;1;170;0
28400;"Íbúðareign";1000;"1960";2;1;2;1;0;82.6;1;1;0;1;1;2;1;0;320;0
44000;"Íbúðareign";1000;"2007";4;4;21;1;1;162.6;1;1;1;1;1;4;1;0;351;0
19500;"Íbúðareign";0;"1978";3;2;7;1;0;76;1;1;0;1;1;2;1;1;160;0
29000;"Íbúðareign";0;"1943";3;2;4;1;0;80;1;1;0;1;1;3;1;0;100;0
40500;"Íbúðareign";1400;"1969";2;1;2;1;0;162.7;1;1;0;2;1;4;2;2;600;0
29000;"Íbúðareign";1000;"1994";3;2;9;1;0;83.1;1;1;0;1;1;2;1;0;330;0
28000;"Íbúðareign";1400;"1969";3;1;9;1;0;109.6;1;1;0;1;1;2;1;0;600;0
32000;"Íbúðareign";0;"1951";2;2;2;1;0;97.4;1;1;0;1;1;2;1;1;284;0
44200;"Íbúðareign";1300;"2008";3;3;11;1;0;111.9;1;1;1;1;1;3;1;1;510;0
39000;"Íbúðareign";1400;"2008";5;3;30;1;3;116.8;1;1;1;1;1;2;1;0;600;18
22000;"Íbúðareign";1400;"1989";2;1;8;1;0;90.6;1;1;0;1;1;2;1;1;680;0
34000;"Íbúðareign";1400;"2007";5;1;20;1;1;101.6;1;1;0;1;1;2;1;0;680;105
94000;"Íbúðareign";0;"2003";3;3;2;1;0;335.6;1;0;1;2;2;5;2;1;180;64
16300;"Íbúðareign";1000;"1957";2;0;3;1;0;73;1;1;0;1;1;2;1;1;300;0
38000;"Íbúðareign";1000;"1952";3;2;3;1;0;147.7;1;1;0;1;1;2;1;0;300;0
43200;"Einbýlishús";1300;"1982";1;1;1;1;0;168.7;1;1;1;1;1;5;1;0;700;0
18000;"Íbúðareign";2000;"1968";2;2;2;1;0;90.8;1;1;0;1;1;2;1;1;2050;0
45500;"Íbúðareign";1000;"2015";4;1;50;1;5;126.1;1;0;1;1;1;2;1;1;300;60
44900;"Íbúðareign";0;"1946";3;1;4;1;0;115.1;1;1;0;1;1;2;2;0;80;0
13200;"Íbúðareign";2000;"1985";3;3;8;1;0;84.2;1;1;0;1;1;2;1;0;2050;0
30500;"Raðhús";1300;"1998";1;1;1;1;0;96;1;1;0;1;1;3;1;0;700;0
57900;"Íbúðareign";0;"2014";7;5;38;1;1;133.3;1;0;1;1;1;3;1;0;90;0
36000;"Íbúðareign";0;"1961";2;0;3;1;0;96.3;1;1;0;1;1;2;1;1;85;0
42500;"Íbúðareign";0;"2001";5;1;30;1;1;110.2;1;0;1;1;1;2;1;0;100;0
59000;"Raðhús";0;"1987";2;1;1;1;0;187.3;2;2;0;2;1;4;3;0;100;0
66000;"Einbýlishús";0;"1976";1;1;1;1;0;229.8;2;1;2;4;1;4;2;1;150;14
71500;"Einbýlishús";1604;"1983";1;1;1;1;0;353.6;2;1;2;3;2;4;3;4;800;0
16500;"Íbúðareign";6000;"1930";3;1;2;1;0;75.6;1;0;1;1;1;2;1;1;6020;0
38000;"Einbýlishús";6000;"2002";2;1;1;1;0;236;2;1;1;2;1;3;2;3;6030;0
23250;"Íbúðareign";1400;"2005";5;5;24;1;1;76.2;1;1;1;1;1;1;1;1;630;0
73000;"Einbýlishús";0;"2002";2;1;1;1;0;194.4;3;2;1;3;2;7;4;1;75;0
49000;"Íbúðareign";0;"1954";4;1;7;1;0;143.2;2;1;1;2;1;2;1;2;25;0
24500;"Íbúðareign";0;"1976";7;3;58;1;1;78.8;1;1;0;1;1;2;1;1;160;0
90000;"Einbýlishús";0;"1953";2;1;2;2;0;296.7;2;1;3;3;2;8;5;0;100;16
32500;"Íbúðareign";1604;"2015";3;1;8;1;0;99.3;1;0;1;1;1;2;1;1;810;0
37300;"Íbúðareign";1000;"2015";7;2;38;1;1;106.5;1;1;1;1;1;3;1;1;340;0
49000;"Íbúðareign";0;"1968";2;2;2;1;0;207.4;1;1;1;1;1;4;2;1;100;0
38990;"Íbúðareign";1000;"2015";6;4;27;1;1;84.7;1;0;1;1;1;2;1;1;300;104
33500;"Íbúðareign";0;"1956";4;1;9;1;0;112.4;1;1;0;1;1;2;1;1;72;0
33700;"Íbúðareign";1000;"1995";4;2;6;1;0;112.9;1;1;1;1;1;2;1;0;330;0
56900;"Íbúðareign";0;"2010";9;1;56;1;2;143.5;1;0;1;1;1;2;1;0;90;46
40600;"Íbúðareign";1000;"1994";4;3;6;1;0;151.4;2;1;1;1;1;3;2;0;330;0
46000;"Íbúðareign";1000;"1995";2;2;2;1;0;161.8;2;1;1;1;1;4;1;1;330;0
24000;"Íbúðareign";1400;"1951";2;1;2;1;0;83.9;1;0;1;1;1;1;2;0;600;0
40000;"Íbúðareign";0;"1983";3;2;4;1;0;156.5;2;1;1;1;1;4;1;0;210;0
45600;"Íbúðareign";0;"1951";3;2;2;1;0;128.4;3;2;2;3;1;7;1;1;284;0
28500;"Íbúðareign";0;"1989";9;8;71;1;2;73.6;1;0;1;1;1;1;1;1;72;0
90000;"Einbýlishús";1000;"1966";2;1;1;1;0;345.1;2;2;1;4;1;5;2;1;300;0
44000;"Íbúðareign";1300;"2008";2;1;8;1;1;106.8;1;1;0;1;1;2;1;0;511;0
25500;"Íbúðareign";1000;"1997";3;1;12;1;0;68;1;1;0;1;1;1;1;0;330;0
33000;"Íbúðareign";1000;"1999";2;1;4;1;0;97;1;1;1;1;1;2;1;1;340;0
58000;"Íbúðareign";0;"2004";3;3;4;1;1;136.4;1;1;1;1;1;2;1;2;20;52
45900;"Íbúðareign";1000;"2007";3;3;18;1;2;139.7;1;1;1;1;1;2;1;0;351;0
24000;"Íbúðareign";1400;"1972";2;1;8;1;0;94.5;1;1;0;1;1;2;1;0;600;0
23500;"Íbúðareign";1400;"2007";6;6;40;1;3;70.5;1;0;1;1;1;1;1;0;680;105
34500;"Íbúðareign";0;"1985";6;5;15;1;0;86.6;2;1;1;2;1;3;1;0;72;0
26500;"Íbúðareign";0;"1984";6;4;15;1;0;51.9;1;1;0;1;1;1;1;0;72;0
18800;"Íbúðareign";0;"1967";3;0;10;1;0;49.4;1;0;1;1;1;1;1;0;200;0
40000;"Íbúðareign";0;"1960";4;3;9;1;0;102.7;1;1;1;1;1;3;1;2;20;0
36250;"Íbúðareign";0;"1984";6;4;21;1;1;81.9;1;1;1;1;1;1;1;1;85;0
60000;"Parhús";1100;"1999";2;1;1;1;0;150;2;1;1;2;1;3;1;1;400;0
44882;"Íbúðareign";1400;"2015";5;4;32;1;1;130.7;1;1;0;1;1;4;1;0;680;105
29000;"Íbúðareign";1400;"1976";3;2;6;1;0;112.2;1;1;0;1;1;4;1;1;600;0
37500;"Íbúðareign";0;"2000";4;3;19;1;0;125.2;2;1;0;1;1;4;2;0;110;0
46200;"Parhús";1400;"2006";3;1;1;1;0;175.8;3;0;1;2;1;3;2;3;600;0
23700;"Íbúðareign";0;"1983";4;1;6;1;0;69;1;0;1;1;1;1;1;1;220;0
29000;"Íbúðareign";0;"1963";4;0;10;1;0;137.6;1;1;0;1;1;2;1;0;91;28
29800;"Íbúðareign";0;"1992";3;3;7;1;0;95.2;1;1;0;1;1;2;1;0;130;0
38500;"Íbúðareign";0;"1948";2;1;3;1;0;135.6;1;1;0;1;1;2;1;0;100;0
48750;"Parhús";6000;"2015";1;1;2;1;0;156.5;1;0;2;2;1;2;1;1;6010;0
29200;"Íbúðareign";6000;"2008";2;1;12;1;0;115;1;1;1;1;1;3;1;1;6010;0
19000;"Einbýlishús";6000;"1846";2;1;1;1;0;93.3;2;0;1;1;1;2;1;0;6020;0
33000;"Íbúðareign";2000;"2006";7;1;26;1;1;128;1;0;1;1;1;2;1;0;2050;0
25800;"Íbúðareign";0;"1959";2;0;3;1;0;75.4;1;1;1;1;1;2;1;0;100;0
28800;"Íbúðareign";0;"1956";5;4;9;1;0;96.1;2;1;1;1;1;3;1;1;100;1
32800;"Íbúðareign";0;"1943";2;0;3;1;0;82.5;1;0;1;1;1;2;1;0;90;0
36000;"Einbýlishús";0;"1968";1;1;1;1;0;104.3;1;1;0;1;1;3;2;0;170;0
35000;"Íbúðareign";1000;"1996";13;5;50;1;2;75.6;1;0;1;1;1;2;1;1;330;0
18400;"Íbúðareign";0;"1966";3;3;11;1;0;51.2;1;1;0;1;1;1;1;1;200;0
63000;"Íbúðareign";1000;"2007";4;4;22;1;1;232;1;1;1;1;1;4;1;1;351;0
29000;"Íbúðareign";0;"1988";2;1;4;1;0;100.4;1;1;0;1;1;2;2;1;120;0
38900;"Íbúðareign";1000;"1997";3;1;6;1;0;145.2;2;1;1;1;1;4;1;0;330;0
40000;"Íbúðareign";1400;"2013";5;1;30;1;2;127.7;1;1;1;1;1;2;1;0;600;18
35000;"Íbúðareign";0;"1976";4;1;6;1;0;145.1;2;1;0;1;1;4;1;1;150;22
37500;"Íbúðareign";1604;"2002";2;2;8;1;0;112.6;1;1;0;1;1;3;1;0;840;0
28700;"Íbúðareign";0;"2004";5;4;13;1;1;89.4;1;0;1;1;1;2;1;1;180;0
8700;"Íbúðareign";0;"1967";3;0;11;1;0;23.3;1;0;0;1;0;1;0;0;200;0
50000;"Íbúðareign";0;"1928";2;2;3;1;0;103.7;1;1;0;1;1;3;2;1;25;0
25500;"Íbúðareign";0;"1947";3;0;4;1;0;73.1;1;1;0;1;1;1;1;1;70;0
19800;"Íbúðareign";0;"1968";3;2;9;1;0;71.9;1;1;0;1;1;2;1;0;170;0
26500;"Íbúðareign";1604;"2003";3;1;15;1;0;65;1;1;0;1;1;1;1;0;840;0
23550;"Íbúðareign";0;"1958";2;0;3;1;0;72.2;1;1;1;1;1;2;1;0;100;0
23000;"Íbúðareign";1000;"1989";1;0;2;1;0;64.4;1;0;1;1;1;1;1;1;330;0
29000;"Íbúðareign";1000;"1995";4;3;7;1;0;139.6;2;1;1;2;1;4;1;1;340;0
27500;"Íbúðareign";0;"1936";3;1;7;1;0;66.7;1;0;1;1;1;1;1;1;20;0
41800;"Íbúðareign";1000;"1995";2;2;2;1;0;148.5;1;1;1;1;1;3;1;0;330;0
26300;"Íbúðareign";1000;"1973";4;3;8;1;0;75.1;1;1;0;1;1;2;1;1;320;0
33000;"Íbúðareign";0;"1922";4;3;3;1;0;82.9;2;1;0;1;1;3;2;3;11;0
51700;"Íbúðareign";0;"2014";9;3;91;1;6;130.4;1;0;1;1;1;2;1;0;90;46
30350;"Íbúðareign";1400;"2015";5;2;32;1;1;90.1;1;1;0;1;1;2;1;0;680;105
37000;"Íbúðareign";1400;"2003";3;2;16;1;0;134.8;2;1;1;2;1;3;2;1;630;0
32300;"Íbúðareign";1000;"1998";3;3;6;1;0;101;1;1;1;1;1;2;1;1;340;23
28000;"Íbúðareign";0;"1956";3;0;4;1;0;69.4;1;1;0;1;1;1;1;2;70;0
24000;"Íbúðareign";0;"1964";2;0;4;1;0;59.2;1;1;0;1;1;1;1;0;91;48
54000;"Einbýlishús";0;"1973";2;1;1;1;0;253.4;3;1;2;3;1;4;1;0;160;0
36250;"Íbúðareign";0;"1956";5;1;30;1;0;91.4;1;1;0;1;1;2;1;0;72;0
35300;"Íbúðareign";0;"2003";3;2;6;1;1;125.6;1;1;1;1;1;3;1;0;180;0
26500;"Íbúðareign";0;"1932";2;1;4;1;0;52;1;1;0;1;1;1;1;0;25;0
38000;"Íbúðareign";0;"1992";3;2;11;1;0;109.9;2;1;0;1;1;3;1;1;100;0
30000;"Íbúðareign";0;"1908";2;1;3;1;0;73.1;2;0;1;1;1;2;1;0;20;0
79900;"Einbýlishús";1300;"2008";1;1;1;1;0;249.7;1;0;1;1;1;4;1;1;511;0
24400;"Íbúðareign";6000;"1967";4;3;11;1;0;115.4;1;1;0;1;1;3;1;1;6040;0
43000;"Íbúðareign";6000;"1981";2;2;2;1;0;177.6;1;1;1;1;1;4;1;1;6040;0
15900;"Íbúðareign";2000;"2007";2;2;16;1;0;76.5;1;1;0;1;1;2;1;0;2040;0
68000;"Raðhús";1100;"1975";2;1;1;1;0;247;2;1;2;2;1;4;2;1;400;61
27200;"Íbúðareign";0;"1974";7;7;27;1;1;114.4;1;1;1;1;1;2;1;0;160;0
19500;"Íbúðareign";0;"1973";7;4;56;1;1;63.6;1;1;0;1;1;1;1;1;160;21
27700;"Íbúðareign";0;"1981";3;3;8;1;0;91.3;1;1;0;1;1;2;1;1;150;0
29900;"Íbúðareign";0;"1951";2;1;2;1;0;81.8;1;0;1;1;1;2;1;0;284;0
31500;"Íbúðareign";1300;"1987";2;1;10;1;0;87.2;1;1;1;1;1;2;1;0;500;0
51500;"Raðhús";1604;"2006";2;1;1;1;0;202.1;2;1;2;2;1;3;1;1;810;0
60200;"Einbýlishús";0;"1982";1;1;1;1;0;258;2;1;1;2;1;6;2;0;150;0
22400;"Íbúðareign";2000;"2008";4;2;25;1;2;90.1;1;0;1;1;1;2;1;0;2040;0
9700;"Íbúðareign";2000;"1977";3;2;8;1;0;66.5;1;1;0;1;1;2;1;0;2040;0
12050;"Einbýlishús";2000;"1955";1;1;1;1;0;88.7;1;1;1;1;1;2;1;0;2050;0
33500;"Íbúðareign";0;"2004";3;3;12;1;0;104.5;1;1;0;1;1;2;1;1;270;0
42000;"Einbýlishús";6000;"1973";1;1;1;1;0;196.2;1;1;1;2;1;4;1;0;6030;0
30800;"Íbúðareign";6000;"1960";2;2;2;1;0;160.2;2;1;0;1;1;4;1;1;6030;0
28800;"Raðhús";6000;"1974";2;1;1;1;0;126.4;2;1;0;2;1;4;1;0;6030;0
39000;"Einbýlishús";6000;"1968";1;1;1;1;0;146.8;1;1;0;1;1;3;1;0;6030;0
14800;"Íbúðareign";1400;"1948";3;3;3;1;0;30.9;1;1;1;1;1;1;1;0;600;0
21500;"Íbúðareign";1400;"1955";2;0;2;1;0;65.7;1;0;1;1;1;1;1;0;600;0
23500;"Íbúðareign";0;"1976";7;4;59;1;1;79.6;1;1;0;1;1;2;1;1;160;0
45500;"Einbýlishús";1604;"1988";1;1;1;1;0;150.6;1;1;0;1;1;2;1;0;800;0
65000;"Einbýlishús";0;"1968";2;1;1;1;0;277.1;2;1;1;3;1;6;2;1;100;1
30000;"Íbúðareign";0;"1959";8;2;16;1;1;114.9;1;1;0;1;1;3;2;1;100;1
30400;"Íbúðareign";1000;"1971";2;2;4;1;0;112.9;1;1;0;1;1;2;1;1;320;0
29500;"Íbúðareign";0;"1954";3;3;4;1;0;57.7;1;1;0;1;1;2;1;0;90;0
20000;"Íbúðareign";0;"1974";7;5;40;1;1;71.8;1;1;0;1;1;1;1;0;161;0
21950;"Íbúðareign";2000;"2008";2;2;4;1;0;91.4;1;1;1;1;1;2;1;1;2040;0
28600;"Íbúðareign";1400;"1976";3;1;6;1;0;123.8;1;1;0;1;1;3;2;1;600;0
47000;"Einbýlishús";1300;"1955";1;1;1;1;0;175.6;1;1;1;1;1;4;2;0;500;0
37700;"Íbúðareign";1000;"2007";4;1;22;1;1;126.5;1;1;1;1;1;3;1;1;351;0
31500;"Íbúðareign";0;"1996";3;2;7;1;0;118.3;1;1;0;1;1;2;1;1;130;0
65500;"Einbýlishús";0;"1997";2;1;1;1;0;190.8;2;1;1;2;1;4;1;0;130;0
35500;"Íbúðareign";0;"2005";3;2;6;1;0;118.5;1;1;0;1;1;3;1;1;270;0
21000;"Íbúðareign";0;"1969";3;1;6;1;0;43;1;1;1;1;0;1;1;1;280;0
42500;"Íbúðareign";0;"1957";3;1;4;1;0;125.7;1;1;0;1;1;4;1;1;100;0
24000;"Íbúðareign";0;"1970";3;2;9;1;0;80.7;1;1;0;1;1;2;1;2;170;0
20500;"Íbúðareign";0;"1971";3;3;9;1;0;66.6;1;1;0;1;1;1;1;2;170;0
40000;"Íbúðareign";0;"1957";4;4;8;1;0;125;1;1;0;1;1;3;1;0;80;0
46000;"Íbúðareign";0;"2006";2;1;2;1;0;124.6;1;1;1;1;1;3;1;1;270;0
24500;"Íbúðareign";6000;"1989";5;4;30;1;1;79.8;1;0;1;1;1;1;1;1;6030;0
35300;"Íbúðareign";1604;"2006";3;2;8;1;0;109.8;1;0;1;1;1;3;1;0;840;0
35000;"Íbúðareign";1000;"1966";2;2;3;1;0;126.3;2;1;0;1;1;3;1;0;320;0
24250;"Íbúðareign";0;"1975";4;3;22;1;0;89.9;1;1;0;1;1;1;1;1;150;24
27100;"Íbúðareign";0;"1945";1;0;2;1;0;73.7;1;0;1;1;1;2;1;0;100;0
33700;"Íbúðareign";0;"1956";4;3;9;1;0;113.4;1;1;0;1;1;4;2;0;80;17
36500;"Íbúðareign";0;"2004";3;2;9;1;0;116.9;1;1;0;1;1;3;1;1;270;0
17000;"Íbúðareign";0;"1951";2;0;3;1;0;57.7;1;0;1;1;1;1;1;1;100;0
32000;"Íbúðareign";1000;"1973";3;1;6;1;0;103.9;1;1;0;1;1;3;1;0;320;0
28500;"Íbúðareign";0;"1947";3;0;4;1;0;75.7;1;0;0;1;1;1;2;0;80;0
